Thickness,Time,Outer_Temperature,Temp_Diff,dT_dt,Fourier_Number,Insulation_Efficiency
0.07,375.93984962406,20.2447970418591,0.244797041859101,0.0014448585626484,0.0170494262868054,0.285951167826163
0.07,383.458646616541,20.2556562304621,0.255656230462101,0.001444272084199,0.0173904148125415,0.273805179218493
0.07,390.977443609023,20.2665392130538,0.2665392130538,0.0014474366846958,0.0177314033382777,0.262625522143606
0.07,398.496240601504,20.2770286234373,0.2770286234373,0.0013950915810054,0.0180723918640138,0.252681470713958
0.07,406.015037593985,20.2870269541919,0.287026954191901,0.001329777990362,0.0184133803897499,0.243879534579178
0.07,413.533834586466,20.2964423730421,0.296442373042101,0.0012522507070765,0.018754368915486,0.236133584013843
0.07,421.052631578947,20.3052098412789,0.305209841278899,0.0011660732754941,0.0190953574412221,0.229350402682574
0.07,428.571428571429,20.3134265350274,0.3134265350274,0.0010928202685505,0.0194363459669582,0.223337822988984
0.07,436.09022556391,20.3210996070966,0.321099607096599,0.0010205185852035,0.0197773344926943,0.218000889608505
0.07,443.609022556391,20.3283228947063,0.3283228947063,0.0009606972520902,0.0201183230184304,0.213204747913234
0.07,451.127819548872,20.3351522734299,0.335152273429902,0.000908307370239,0.0204593115441665,0.208860286948466
0.07,458.646616541353,20.341635007422,0.341635007421999,0.0008622036209489,0.0208003000699026,0.204897034786408
0.07,466.165413533835,20.3478142471426,0.347814247142601,0.0008218388828399,0.0211412885956388,0.201256850675529
0.07,473.684210526316,20.3537410057793,0.353741005779298,0.0007882588986807,0.0214822771213749,0.197884889951587
0.07,481.203007518797,20.3594662965197,0.359466296519699,0.0007614636684733,0.021823265647111,0.194733138204416
0.07,488.721804511278,20.3650710880573,0.365071088057299,0.0007454372745008,0.0221642541728471,0.191743477612813
0.07,496.240601503759,20.3706063708086,0.370606370808598,0.0007361926059228,0.0225052426985832,0.188879645666296
0.07,503.759398496241,20.3761194924754,0.3761194924754,0.0007332451816845,0.0228462312243193,0.186111066829588
0.07,511.278195488722,20.3816653609864,0.3816653609864,0.0007376005119629,0.0231872197500554,0.183406740970906
0.07,518.796992481203,20.3872988842704,0.3872988842704,0.000749258596772,0.0235282082757915,0.180738966320203
0.07,526.315789473684,20.3930324319291,0.3930324319291,0.0007625618386071,0.0238691968015276,0.178102350628987
0.07,533.834586466165,20.3989213178401,0.398921317840099,0.0007832218261628,0.0242101853272637,0.17547319952467
0.07,541.353383458647,20.4050254806053,0.4050254806053,0.0008118536477716,0.0245511738529999,0.172828632646487
0.07,548.872180451128,20.4113943299515,0.411394329951499,0.0008470569630444,0.024892162378736,0.170153050014697
0.07,556.390977443609,20.4180772756059,0.418077275605899,0.0008888317720353,0.0252331509044721,0.167433161485643
0.07,563.90977443609,20.4249302880854,0.424930288085399,0.0009114506597734,0.0255741394302082,0.164732903167241
0.07,571.428571428571,20.4320063057424,0.432006305742402,0.0009411103483813,0.0259151279559443,0.162034671877544
0.07,578.947368421053,20.4393768287614,0.4393768287614,0.0009802795615267,0.0262561164816804,0.159316548843346
0.07,586.466165413534,20.4470664107245,0.447066410724499,0.0010227144010922,0.0265971050074165,0.156576290056237
0.07,593.984962406015,20.4550996052142,0.455099605214201,0.0010684148671303,0.0269380935331526,0.153812482362082
0.07,601.503759398496,20.4632914486381,0.463291448638099,0.0010895151753784,0.0272790820588887,0.151092795271256
0.07,609.022556390977,20.4716721214914,0.471672121491402,0.0011146294894892,0.0276200705846248,0.148408177652442
0.07,616.541353383459,20.4802892604389,0.480289260438902,0.0011460794800173,0.0279610591103609,0.145745503316131
0.07,624.06015037594,20.4891406539895,0.489140653989502,0.0011772353422298,0.028302047636097,0.143108121210269
0.07,631.578947368421,20.498224090652,0.498224090651998,0.0012080970761121,0.0286430361618331,0.140499027071121
0.07,639.097744360902,20.5074294916885,0.507429491688502,0.0012243183378549,0.0289840246875692,0.137950200267373
0.07,646.616541353383,20.516513232307,0.516513232306998,0.00120813750226,0.0293250132133053,0.135524117528115
0.07,654.135338345865,20.524922668077,0.524922668077,0.0011184549574101,0.0296660017390415,0.133352976080149
0.07,661.654135338346,20.5328772604375,0.532877260437498,0.0010579607839462,0.0300069902647776,0.131362332749063
0.07,669.172932330827,20.5406123564882,0.5406123564882,0.0010287677747433,0.0303479787905137,0.129482796979924
0.07,676.691729323308,20.5487060266436,0.5487060266436,0.0010764581306682,0.0306889673162498,0.127572865252065
0.07,684.210526315789,20.5572277889929,0.5572277889929,0.0011333943924569,0.0310299558419859,0.125621875618432
0.07,691.729323308271,20.5659327902857,0.5659327902857,0.0011577651719422,0.031370944367722,0.123689599191914
0.07,699.248120300752,20.5746448106402,0.574644810640201,0.0011586987071486,0.0317119328934581,0.121814377688392
0.07,706.766917293233,20.5829963180609,0.5829963180609,0.0011107504869529,0.0320529214191942,0.120069368933283
0.07,714.285714285714,20.5907890315088,0.590789031508798,0.0010364308885705,0.0323939099449303,0.118485612065663
0.07,721.804511278195,20.5979813211327,0.5979813211327,0.0009565745199789,0.0327348984706664,0.117060512638431
0.07,729.323308270677,20.6044390253622,0.604439025362201,0.0008588746625235,0.0330758869964026,0.115809861810385
0.07,736.842105263158,20.6103119168333,0.6103119168333,0.0007810945656562,0.0334168755221387,0.114695450095758
0.07,744.360902255639,20.6155774531736,0.6155774531736,0.0007003163332598,0.0337578640478748,0.113714366306167
0.07,751.87969924812,20.6203466198133,0.620346619813301,0.0006342991630802,0.0340988525736109,0.112840140921647
0.07,759.398496240602,20.624660809004,0.624660809003998,0.0005737871623627,0.034439841099347,0.112060816031684
0.07,766.917293233083,20.6285760724123,0.628576072412301,0.0005207300333042,0.0347808296250831,0.111362813623114
0.07,774.436090225564,20.6321408868681,0.6321408868681,0.0004741203226213,0.0351218181508192,0.110734808417172
0.07,781.954887218045,20.6354091671645,0.6354091671645,0.0004346812794211,0.0354628066765553,0.110165234650884
0.07,789.473684210526,20.6384348280946,0.638434828094599,0.0004024129037031,0.0358037952022914,0.109643141194089
0.07,796.992481203008,20.6413017580326,0.641301758032601,0.0003813016817541,0.0361447837280276,0.10915298316778
0.07,804.511278195489,20.6440650461913,0.644065046191301,0.0003675173251071,0.0364857722537637,0.108684674651958
0.07,812.03007518797,20.6467747456743,0.6467747456743,0.0003603900312388,0.0368267607794998,0.108229334042752
0.07,819.548872180451,20.6494888836116,0.6494888836116,0.0003609803456609,0.0371677493052359,0.107777056338135
0.07,827.067669172932,20.652265487133,0.652265487133,0.0003692882683463,0.037508737830972,0.107318264389063
0.07,834.586466165414,20.6551381176819,0.655138117681901,0.0003820598630036,0.0378497263567081,0.106847698387149
0.07,842.105263157895,20.6581692693307,0.658169269330699,0.0004031431692901,0.0381907148824442,0.106355618929434
0.07,849.624060150376,20.661417631041,0.661417631041001,0.0004320321074701,0.0385317034081803,0.105833284017282
0.07,857.142857142857,20.6649383595711,0.664938359571099,0.0004682568945031,0.0388726919339164,0.105272915891259
0.07,864.661654135338,20.668786611679,0.668786611679,0.0005118175303507,0.0392136804596525,0.104667167041912
0.07,872.18045112782,20.672788843692,0.672788843692,0.000532296857729,0.0395546689853887,0.10404453144001
0.07,879.699248120301,20.6770818839039,0.677081883903899,0.0005709743481824,0.0398956575111248,0.103384836700099
0.07,887.218045112782,20.681708619503,0.681708619502999,0.0006153558346803,0.0402366460368609,0.102683166968072
0.07,894.736842105263,20.6867009119445,0.686700911944499,0.0006639748947195,0.040577634562597,0.101936663811592
0.07,902.255639097744,20.692078732276,0.692078732275998,0.0007152501040894,0.0409186230883331,0.101144561645169
0.07,909.774436090226,20.6975116776619,0.6975116776619,0.0007225817363248,0.0412596116140692,0.100356742749661
0.07,917.293233082707,20.7031941881916,0.703194188191599,0.0007557739004499,0.0416006001398053,0.0995457601548424
0.07,924.812030075188,20.7091225047601,0.709122504760099,0.0007884661036105,0.0419415886655414,0.0987135502400695
0.07,932.330827067669,20.7152928682622,0.7152928682622,0.0008206583457793,0.0422825771912775,0.0978620130381904
